,Acne_vulgaris,Acute_glomerulonephritis,Acute_hepatitis,Adverse_effects_of_medical_treatment,African_trypanosomiasis,Age-related_and_other_hearing_loss,Alcohol_use_disorders,Alopecia_areata,Alzheimer's_disease_and_other_dementias,Animal_contact,Anxiety_disorders,Aortic_aneurysm,Appendicitis,Asthma,Atrial_fibrillation_and_flutter,Attention-deficit_hyperactivity_disorder,Autism_spectrum_disorders,Bacterial_skin_diseases,Bipolar_disorder,Bladder_cancer,Blindness_and_vision_loss,Brain_and_central_nervous_system_cancer,Breast_cancer,COVID-19,Cardiomyopathy_and_myocarditis,Cervical_cancer,Chagas_disease,Chronic_kidney_disease,Chronic_obstructive_pulmonary_disease,Cirrhosis_and_other_chronic_liver_diseases,Colon_and_rectum_cancer,Conduct_disorder,Conflict_and_terrorism,Congenital_birth_defects,Cystic_echinococcosis,Cysticercosis,Decubitus_ulcer,Dengue,Depressive_disorders,Dermatitis,Diabetes_mellitus,Diarrheal_diseases,Dietary_iron_deficiency,Diphtheria,Drowning,Drug_use_disorders,Eating_disorders,Ebola,Encephalitis,Endocarditis,"Endocrine,_metabolic,_blood,_and_immune_disorders",Environmental_heat_and_cold_exposure,Esophageal_cancer,Exposure_to_forces_of_nature,Exposure_to_mechanical_forces,Eye_cancer,Falls,"Fire,_heat,_and_hot_substances",Food-borne_trematodiases,Foreign_body,Fungal_skin_diseases,Gallbladder_and_biliary_diseases,Gallbladder_and_biliary_tract_cancer,Gout,Guinea_worm_disease,Gynecological_diseases,HIV_AIDS,Headache_disorders,Hemoglobinopathies_and_hemolytic_anemias,Hodgkin_lymphoma,Hypertensive_heart_disease,Idiopathic_developmental_intellectual_disability,Idiopathic_epilepsy,Inflammatory_bowel_disease,"Inguinal,_femoral,_and_abdominal_hernia",Interpersonal_violence,Intestinal_nematode_infections,Invasive_Non-typhoidal_Salmonella_(iNTS),Iodine_deficiency,Ischemic_heart_disease,Kidney_cancer,Larynx_cancer,Leishmaniasis,Leprosy,Leukemia,Lip_and_oral_cavity_cancer,Liver_cancer,Low_back_pain,Lower_extremity_peripheral_arterial_disease,Lower_respiratory_infections,Lymphatic_filariasis,Malaria,Malignant_neoplasm_of_bone_and_articular_cartilage,Malignant_skin_melanoma,Maternal_disorders,Measles,Meningitis,Mesothelioma,Motor_neuron_disease,Multiple_myeloma,Multiple_sclerosis,Nasopharynx_cancer,Neck_pain,Neonatal_disorders,Neuroblastoma_and_other_peripheral_nervous_cell_tumors,Non-Hodgkin_lymphoma,Non-melanoma_skin_cancer,Non-rheumatic_valvular_heart_disease,Onchocerciasis,Oral_disorders,Osteoarthritis,Other_cardiovascular_and_circulatory_diseases,Other_chronic_respiratory_diseases,Other_digestive_diseases,Other_intestinal_infectious_diseases,Other_malignant_neoplasms,Other_mental_disorders,Other_musculoskeletal_disorders,Other_neglected_tropical_diseases,Other_neoplasms,Other_neurological_disorders,Other_nutritional_deficiencies,Other_pharynx_cancer,Other_sense_organ_diseases,Other_skin_and_subcutaneous_diseases,Other_transport_injuries,Other_unintentional_injuries,Other_unspecified_infectious_diseases,Otitis_media,Ovarian_cancer,Pancreatic_cancer,Pancreatitis,Paralytic_ileus_and_intestinal_obstruction,Parkinson's_disease,Pertussis,Pneumoconiosis,Poisonings,Police_conflict_and_executions,Prostate_cancer,Protein-energy_malnutrition,Pruritus,Psoriasis,Pulmonary_Arterial_Hypertension,Rabies,Rheumatic_heart_disease,Rheumatoid_arthritis,Road_injuries,Scabies,Schistosomiasis,Schizophrenia,Self-harm,Sexually_transmitted_infections_excluding_HIV,Soft_tissue_and_other_extraosseous_sarcomas,Stomach_cancer,Stroke,Sudden_infant_death_syndrome,Testicular_cancer,Tetanus,Thyroid_cancer,Tracheal,"Tracheal,_bronchus,_and_lung_cancer",Trachoma,Tuberculosis,Typhoid_and_paratyphoid,Upper_digestive_system_diseases,Upper_respiratory_infections,Urinary_diseases_and_male_infertility,Urticaria,Uterine_cancer,Varicella_and_herpes_zoster,Vascular_intestinal_disorders,Viral_skin_diseases,Vitamin_A_deficiency,Yellow_fever,Zika_virus
Diarrheal_diseases,0.99881786,0.99853337,0.999109,0.9993843,0.99749,0.99845374,0.9980069,0.99866635,0.99828815,0.99858797,0.9976236,0.9977866,0.9984862,0.9990771,0.99820024,0.9975182,0.9979352,0.99913126,0.9980898,0.99866515,0.9986187,0.9985707,0.99880964,0.9986528,0.9986076,0.99889857,0.9980551,0.9987401,0.99874616,0.9990117,0.9990018,0.99618727,0.9973329,0.99867666,0.9981771,0.9983909,0.99865305,0.9986385,0.99847424,0.9992425,0.99903685,0.99999976,0.99922794,0.9990559,0.9985309,0.99818563,0.99862343,0.997833,0.99912554,0.99842185,0.9992524,0.99879676,0.9984887,0.9975618,0.9983791,0.99826425,0.9980888,0.99889284,0.99858576,0.99793273,0.99820346,0.99885434,0.9983988,0.9989817,0.9980635,0.9990682,0.9991594,0.99914277,0.9989941,0.99865365,0.9989388,0.9984392,0.9986028,0.9992487,0.9977649,0.99725515,0.9986739,0.9990091,0.99844134,0.9983727,0.99850565,0.99841005,0.9981817,0.99857354,0.99867857,0.99866426,0.9985829,0.9982183,0.9988922,0.9995847,0.9979566,0.99860597,0.9984887,0.9986614,0.9989628,0.9990704,0.9993389,0.9987056,0.9984198,0.99852026,0.99866706,0.9986827,0.99825394,0.99928755,0.9984163,0.9984495,0.9985615,0.99784625,0.99774396,0.99899155,0.998235,0.9990112,0.9990983,0.9994214,0.99972576,0.99878246,0.9984528,0.9989572,0.9987124,0.99849963,0.99908614,0.999077,0.9985665,0.99858665,0.999281,0.99704015,0.9984426,0.99933296,0.9989327,0.9987082,0.9986548,0.99912137,0.9982733,0.9981638,0.99902093,0.9987973,0.9993293,0.99668574,0.9986379,0.9989606,0.99925077,0.99885666,0.99880874,0.9986945,0.9987423,0.99894786,0.99809724,0.9985937,0.9987171,0.99814576,0.99778634,0.999028,0.9984747,0.99847865,0.99884164,0.9987014,0.99845445,0.99911433,0.99851096,0.99720955,0.9987823,0.99839544,0.99914914,0.99899197,0.99939406,0.99959767,0.99920166,0.9991141,0.99884206,0.99931645,0.99862796,0.99915403,0.99889195,0.9982801,0.99784684
Dietary_iron_deficiency,0.99875224,0.99839187,0.9988333,0.9991514,0.9970424,0.9985073,0.99820036,0.9986289,0.99852765,0.9978672,0.9977636,0.99754333,0.9980851,0.9989823,0.9983273,0.9976974,0.99810296,0.9984833,0.99822235,0.99840766,0.99871916,0.99839044,0.9988046,0.998081,0.9987675,0.99867666,0.99760133,0.99915487,0.99885917,0.9990886,0.99879557,0.9963123,0.9970533,0.99869096,0.9974538,0.99774647,0.99860454,0.9978807,0.998681,0.9988858,0.99933803,0.99922794,1.0,0.99865216,0.99814767,0.99826,0.99872357,0.99703705,0.9983589,0.9979353,0.9994777,0.9987522,0.9981442,0.997347,0.99839866,0.99797386,0.9982985,0.99874896,0.99797297,0.9975293,0.99741405,0.9986024,0.99806005,0.99904,0.9974676,0.9989836,0.9990047,0.9989288,0.9994049,0.9983158,0.999277,0.9985829,0.9984771,0.9990513,0.99750423,0.9972247,0.9978802,0.9979213,0.99909604,0.9985477,0.99825144,0.998078,0.9976203,0.9982405,0.99847996,0.9984346,0.99841684,0.9984006,0.998972,0.99897605,0.99749935,0.9983505,0.99826425,0.9984644,0.9991819,0.99849445,0.9986612,0.99843246,0.99843335,0.9984359,0.9987519,0.9984455,0.9982229,0.9993312,0.99827635,0.998038,0.9982516,0.9980225,0.99720323,0.9989423,0.9984351,0.9991779,0.9990742,0.9991795,0.9990942,0.99856925,0.99861026,0.9990261,0.9983575,0.998304,0.9991049,0.99972326,0.9981986,0.9986863,0.9991241,0.99663645,0.9981152,0.999064,0.99855626,0.9985305,0.9983739,0.9988256,0.9978343,0.99839664,0.9986156,0.9987235,0.99903053,0.99634975,0.99860865,0.99951476,0.9989464,0.99877006,0.99896187,0.997835,0.9987472,0.99895996,0.9978042,0.9979014,0.99829656,0.99823606,0.9977894,0.99885154,0.998133,0.9981059,0.9989555,0.9986782,0.9981331,0.9988088,0.99840325,0.9965765,0.99845064,0.99806404,0.9987026,0.99811757,0.999088,0.99898744,0.99924564,0.998685,0.998679,0.9986485,0.998471,0.998515,0.99945474,0.99745,0.99711496
Diphtheria,0.9981602,0.9976299,0.99849635,0.99861884,0.9974762,0.9979927,0.99756485,0.9979497,0.99792653,0.99807775,0.9970996,0.99672556,0.9971545,0.99859214,0.9973078,0.9970694,0.99769056,0.9983834,0.9974239,0.99778265,0.99796635,0.997952,0.9982909,0.9985921,0.99774414,0.9983327,0.99781746,0.9978967,0.99800843,0.9980352,0.9981175,0.99582696,0.9975258,0.9978733,0.9971555,0.99763954,0.9978779,0.99859005,0.9979189,0.9985755,0.9982844,0.9990559,0.99865216,0.9999998,0.9979914,0.9978746,0.9978671,0.9981802,0.9986043,0.99735427,0.998456,0.99823356,0.99725676,0.997357,0.9977747,0.9972547,0.9975338,0.99830395,0.997983,0.9969917,0.99719304,0.9975996,0.997095,0.99814045,0.9978606,0.9981837,0.9990139,0.99822485,0.99860364,0.9979147,0.9980775,0.99801266,0.9978045,0.998306,0.9967007,0.9971871,0.99805564,0.9986314,0.99822116,0.9974315,0.9975088,0.9974164,0.9977609,0.998185,0.9981844,0.99767554,0.9976436,0.9974655,0.998099,0.9991633,0.99788696,0.99867624,0.9974806,0.998292,0.9984147,0.99953926,0.99870145,0.99799323,0.9980281,0.9979337,0.99833536,0.99794006,0.99738264,0.99886364,0.9980406,0.9976142,0.9975397,0.9968863,0.9976312,0.99813944,0.997538,0.9981799,0.998398,0.9983729,0.99863,0.99792063,0.99800956,0.99815327,0.9986462,0.99744904,0.99843305,0.9985419,0.9975961,0.9980647,0.9985973,0.9969347,0.99768656,0.9990675,0.998311,0.99791425,0.99776244,0.9978924,0.9966999,0.9976704,0.9995988,0.9982277,0.99872303,0.99666804,0.9981152,0.9982312,0.99830925,0.99823666,0.9982062,0.9988788,0.9979334,0.9983223,0.9976435,0.998015,0.9983032,0.99757946,0.99738866,0.9988355,0.9974562,0.9971972,0.99808896,0.9983957,0.99762344,0.999894,0.9977424,0.996053,0.9979662,0.99836916,0.9987775,0.9988064,0.99825305,0.9991647,0.9982379,0.9983397,0.9980063,0.9990476,0.99730045,0.99861276,0.9986725,0.99863416,0.99804497
Drowning,0.997877,0.99684066,0.9976135,0.9987284,0.99682814,0.9983756,0.99800545,0.9975855,0.9976503,0.99892026,0.9974553,0.997376,0.9977343,0.99817175,0.99751335,0.9974197,0.9978547,0.99808073,0.99763584,0.9972988,0.9983968,0.99760985,0.9977259,0.9987345,0.99760664,0.99784386,0.99704266,0.9976447,0.9979726,0.9976699,0.99754214,0.9964205,0.9987197,0.9982275,0.9974797,0.99772686,0.99884397,0.9978473,0.9982573,0.99818337,0.99805087,0.9985309,0.99814767,0.9979914,1.0000001,0.99834436,0.99817014,0.9975478,0.998083,0.997638,0.99812925,0.99891424,0.99701726,0.998458,0.9983922,0.99739593,0.9985737,0.9989864,0.99787086,0.9980434,0.9972604,0.9976821,0.9969178,0.99796593,0.99785686,0.99788636,0.9984691,0.99862957,0.9981974,0.9972098,0.9981378,0.9981336,0.99818724,0.9975812,0.997517,0.9983153,0.9977149,0.99775803,0.9978899,0.9975995,0.99712414,0.99740726,0.99715793,0.99814063,0.9971326,0.9975135,0.99708104,0.99801093,0.99832547,0.99881345,0.99734277,0.9980491,0.997577,0.99744475,0.9984888,0.99843985,0.9983933,0.99765384,0.99791604,0.99686575,0.9977511,0.99740535,0.998173,0.99876857,0.9970811,0.9967818,0.9970882,0.99716944,0.9971655,0.99819267,0.9976742,0.99836946,0.9982184,0.9980996,0.99830997,0.99756783,0.9984289,0.99830204,0.9981882,0.9975767,0.9986829,0.9981834,0.9972845,0.9984864,0.99825585,0.99895424,0.9994247,0.9984741,0.99826825,0.9972497,0.9971287,0.997945,0.99753255,0.9974269,0.9977234,0.9984235,0.9989598,0.99842864,0.9974797,0.9981231,0.9980279,0.99743,0.9981252,0.9982978,0.9981771,0.9975814,0.99944603,0.99822783,0.99798375,0.9977224,0.9986427,0.99825317,0.99722725,0.9968433,0.99848104,0.9992521,0.99759084,0.99823475,0.9973577,0.9966513,0.9974484,0.9981672,0.99833834,0.99801695,0.9980518,0.9988267,0.99803436,0.9980233,0.9976679,0.998256,0.9975781,0.99778926,0.9980232,0.9975922,0.9971793
Drug_use_disorders,0.9979936,0.99695754,0.99796337,0.99861336,0.9961672,0.99817795,0.9998779,0.9976326,0.9985073,0.99736357,0.9993286,0.99664545,0.99693894,0.9985635,0.9975754,0.99913085,0.99899715,0.99751866,0.99923825,0.997596,0.9981203,0.9978063,0.99820584,0.99839985,0.9975814,0.9980774,0.9966067,0.9981061,0.99831957,0.9979522,0.9979089,0.9987853,0.9980989,0.99765235,0.996009,0.99655753,0.99829257,0.9973534,0.99953574,0.99805367,0.99851686,0.99818563,0.99826,0.9978746,0.99834436,1.0000005,0.99934036,0.9970488,0.9977274,0.99673074,0.9984121,0.9983872,0.9972367,0.997666,0.997925,0.996858,0.99872535,0.99829555,0.996993,0.9967014,0.9962754,0.9974208,0.9969623,0.9981623,0.9967898,0.9980743,0.9989442,0.9984232,0.998046,0.9972862,0.99838066,0.99853164,0.99835473,0.998008,0.9965495,0.99930483,0.99685216,0.9970055,0.99760884,0.9977816,0.9972767,0.99719465,0.9964776,0.9973324,0.9974891,0.9975363,0.99745977,0.99839365,0.9982467,0.9985394,0.9966895,0.9975219,0.99727803,0.99768585,0.99855053,0.9978909,0.997679,0.99749464,0.99811363,0.9973319,0.998364,0.9976664,0.9980855,0.99853724,0.9975419,0.99688274,0.99736476,0.9968317,0.996478,0.9980334,0.99787545,0.9983204,0.99849844,0.99809265,0.99794954,0.9975764,0.99962175,0.99813,0.9977585,0.99714035,0.9987461,0.99845797,0.9974334,0.9985197,0.99827373,0.9975792,0.99787724,0.99883044,0.99767685,0.9976756,0.99750286,0.99770796,0.9965237,0.9982345,0.9979704,0.99798065,0.9985693,0.99857634,0.9980923,0.9980921,0.9980745,0.9979148,0.9981004,0.9975463,0.997557,0.9980263,0.9984323,0.99703586,0.9973647,0.99917495,0.99949497,0.9988983,0.9971125,0.99703544,0.9985538,0.99861246,0.9972938,0.99808097,0.99735624,0.995632,0.99778146,0.9974728,0.9979129,0.9971046,0.99800295,0.9985446,0.9981603,0.99770504,0.99787,0.9978826,0.99723285,0.9976985,0.99809504,0.9970613,0.9969138
Eating_disorders,0.99848235,0.99745154,0.9980065,0.9988162,0.9963301,0.9984666,0.9993736,0.9982926,0.9986047,0.9976225,0.99946827,0.99717253,0.9977284,0.99865735,0.99766904,0.9991586,0.99918884,0.9979974,0.9993651,0.99795175,0.9984607,0.9982405,0.99847966,0.99834806,0.9980363,0.9982476,0.99684435,0.99826515,0.9984854,0.9982603,0.9982971,0.99847883,0.9978453,0.99833995,0.9967752,0.99705917,0.9985256,0.9973465,0.99959075,0.99849933,0.99874955,0.99862343,0.99872357,0.9978671,0.99817014,0.99934036,0.99999976,0.9969253,0.9981079,0.9972811,0.99888974,0.9985003,0.99774295,0.9974971,0.9982547,0.99761945,0.99865294,0.9985018,0.99714786,0.9973583,0.99681705,0.9979892,0.99751675,0.9984215,0.9968371,0.99857134,0.99871194,0.99890256,0.9983117,0.99780476,0.99858326,0.99896216,0.99869734,0.9985455,0.99723965,0.9987637,0.997191,0.9972079,0.99786323,0.9978611,0.99784344,0.9977968,0.9967228,0.9976404,0.9978126,0.99808043,0.99781066,0.99878085,0.99852425,0.998627,0.9967516,0.99738157,0.99800473,0.99806875,0.9987507,0.99783593,0.9981221,0.99799883,0.9984101,0.99773264,0.99868,0.99804825,0.9985908,0.99880475,0.99785763,0.99753696,0.9978504,0.99726546,0.99648815,0.9985706,0.9982158,0.9985943,0.99869096,0.9986068,0.99840283,0.99816865,0.9996275,0.9987309,0.99779105,0.9979625,0.9991182,0.9988017,0.99790335,0.99877733,0.99875057,0.9972455,0.9981139,0.99865925,0.998151,0.99814034,0.9979972,0.9983208,0.9974632,0.9984603,0.99794924,0.99811864,0.9985984,0.9978132,0.9982482,0.99865437,0.9985952,0.99833065,0.99822617,0.9975734,0.9978844,0.99839014,0.99814284,0.9974189,0.99741393,0.9992697,0.99917537,0.9985894,0.9978376,0.99758315,0.998642,0.99860275,0.9979518,0.9980703,0.9979322,0.9965124,0.99808055,0.9973445,0.997996,0.9972824,0.9986038,0.9986441,0.9985486,0.9982469,0.99824613,0.9981207,0.9978036,0.99806523,0.9982359,0.9970342,0.9968897
Ebola,0.9970148,0.9961639,0.997129,0.99766344,0.99811184,0.9968606,0.9965628,0.9967923,0.9973639,0.9979004,0.99602455,0.9955429,0.9956404,0.99712175,0.99560267,0.99592704,0.99728996,0.99758846,0.9965072,0.9962352,0.9969681,0.9970826,0.9969698,0.99903476,0.9966586,0.9968823,0.99763435,0.99636054,0.99653363,0.9965888,0.99653906,0.99463093,0.9982072,0.9966685,0.99655133,0.99705315,0.996874,0.99912935,0.99671894,0.9973701,0.9966944,0.997833,0.99703705,0.9981802,0.9975478,0.9970488,0.9969253,1.0000004,0.99841475,0.996507,0.9969245,0.9972275,0.99536973,0.998055,0.9967442,0.9959622,0.9963066,0.99722713,0.9974149,0.9963575,0.99646187,0.99582887,0.99534786,0.99714375,0.9981458,0.99661744,0.9984216,0.9970004,0.99753624,0.99640334,0.9963405,0.99735516,0.9968717,0.996873,0.99507064,0.99704736,0.9972856,0.99800235,0.99634326,0.9957236,0.9962592,0.99563044,0.99775136,0.9978123,0.9970599,0.9963443,0.9962375,0.9960694,0.9966296,0.9983119,0.9979947,0.9986811,0.9963132,0.99742174,0.996873,0.9987442,0.99781275,0.9970012,0.9978522,0.99681056,0.9974142,0.9967351,0.9959835,0.997463,0.99715453,0.9961489,0.99582183,0.9953658,0.99767494,0.9967334,0.9959001,0.9967516,0.9971193,0.9968462,0.9971837,0.99673516,0.9973028,0.99676657,0.9990116,0.9960402,0.9974526,0.9968635,0.9958688,0.99678445,0.99742013,0.9973645,0.997023,0.9982914,0.99654186,0.9966712,0.99653685,0.99651736,0.9953742,0.9970956,0.9977684,0.99734133,0.99800736,0.9969228,0.99676925,0.99657047,0.99691993,0.99707264,0.9970668,0.9991082,0.99669325,0.9968601,0.9972503,0.99766004,0.9979612,0.9969618,0.9966368,0.99791163,0.99632275,0.995399,0.9966908,0.9975819,0.9961088,0.9979767,0.99611634,0.99491304,0.99658036,0.9976017,0.9982286,0.99841917,0.99660057,0.99830866,0.996692,0.9972218,0.99636775,0.9978657,0.9958223,0.99773794,0.9968481,0.99923563,0.99926
Encephalitis,0.99823874,0.99845797,0.9985664,0.9989663,0.99785537,0.9983287,0.99754655,0.9983342,0.9985795,0.99870807,0.9971891,0.997346,0.9975934,0.9983562,0.9974249,0.99723077,0.9980371,0.99893546,0.99791384,0.9978744,0.9985461,0.99865896,0.99817425,0.99857956,0.99844867,0.99799836,0.99824184,0.99791867,0.9978491,0.99840814,0.9980929,0.99578714,0.99740183,0.9985054,0.99812734,0.99860847,0.9978376,0.99905854,0.9979606,0.9988692,0.9982729,0.99912554,0.9983589,0.9986043,0.998083,0.9977274,0.9981079,0.99841475,1.0000005,0.99831235,0.99868494,0.99826604,0.9974295,0.99740905,0.998024,0.99818707,0.99722755,0.9982687,0.99824435,0.997869,0.99814445,0.99802375,0.99754214,0.9985604,0.9978545,0.99825865,0.9988075,0.99892765,0.9986034,0.998294,0.99819356,0.998521,0.99875355,0.9984876,0.9968772,0.99688745,0.9982785,0.99855584,0.9973909,0.99749523,0.99803364,0.9976756,0.9983362,0.9985921,0.99854505,0.99813235,0.9979976,0.99750686,0.9981617,0.9991767,0.99773324,0.998484,0.99828595,0.9985888,0.9982467,0.99887997,0.9995367,0.99841934,0.9988604,0.99830806,0.99895906,0.9983318,0.99777055,0.99880177,0.9985894,0.99825007,0.9978151,0.9972439,0.9975554,0.998355,0.9975432,0.99852055,0.9984465,0.99868226,0.9988827,0.9985227,0.9982756,0.99858695,0.9987506,0.9981453,0.999134,0.9981487,0.9977822,0.99836767,0.9989232,0.9968373,0.9981569,0.9988741,0.9983583,0.99811184,0.9980431,0.9984769,0.99748755,0.9984618,0.9985972,0.99862885,0.99910676,0.99631345,0.99795514,0.99796945,0.9986399,0.99842054,0.99836516,0.9990664,0.9981963,0.99860746,0.9975929,0.9983831,0.9983937,0.99811924,0.99724835,0.99842435,0.99829614,0.9974868,0.998421,0.9984101,0.9980843,0.99860835,0.9979591,0.9970617,0.998176,0.99762255,0.99889475,0.99869,0.9984916,0.9991911,0.9985331,0.9988648,0.997928,0.9993722,0.9979521,0.99923414,0.99793214,0.99885756,0.99876934
Endocarditis,0.9978714,0.99779123,0.9976551,0.99868727,0.99624985,0.99777675,0.99651086,0.99774855,0.99701,0.99797773,0.9961419,0.99888176,0.9985817,0.9975074,0.9982763,0.99589026,0.9967794,0.99895614,0.9968185,0.9975304,0.99803066,0.99770916,0.9974662,0.9974237,0.99853426,0.9973519,0.99693215,0.9978058,0.9975621,0.9980807,0.99765295,0.99458236,0.9966868,0.99877,0.9980855,0.99772036,0.99818206,0.9970977,0.99700904,0.9980619,0.9977595,0.99842185,0.9979353,0.99735427,0.997638,0.99673074,0.9972811,0.996507,0.99831235,0.99999917,0.99816763,0.9976018,0.9973908,0.99609566,0.9980233,0.9981806,0.99688905,0.99820596,0.99692154,0.9986718,0.9980126,0.99836123,0.99749464,0.99795735,0.9965905,0.99798304,0.99783695,0.99842983,0.9981789,0.99785674,0.998125,0.9974978,0.99773604,0.998082,0.9981817,0.99608546,0.997072,0.99771494,0.9966935,0.99786985,0.9977976,0.9977489,0.9970527,0.9978663,0.99751514,0.99767,0.99737185,0.9972565,0.9984094,0.9985014,0.9963277,0.99712896,0.9983086,0.99764067,0.9979767,0.99746937,0.99910706,0.99809134,0.99731576,0.9975313,0.9975357,0.99730426,0.99769795,0.9983626,0.9970469,0.99764895,0.9974576,0.9989252,0.9961771,0.9981016,0.9974732,0.9987378,0.99805886,0.998449,0.9987288,0.9979719,0.9971989,0.99852526,0.9973707,0.9981662,0.9983418,0.9975013,0.99746346,0.99768406,0.9984217,0.99626195,0.99840766,0.9979695,0.998447,0.9974718,0.99748415,0.99854815,0.9986416,0.9968463,0.99709904,0.99801624,0.9980596,0.9956419,0.99740106,0.9975443,0.99803776,0.9977,0.99795574,0.99712366,0.99914294,0.9978662,0.99725795,0.99761343,0.99705654,0.9968092,0.99657494,0.9975562,0.9981215,0.99701357,0.9982588,0.9977366,0.9980203,0.99739826,0.9977123,0.99791974,0.99758244,0.9968812,0.9984041,0.9979319,0.9984206,0.998519,0.99842566,0.9980798,0.9975912,0.99841005,0.9982135,0.99824107,0.9969701,0.9966627,0.9964612
"Endocrine,_metabolic,_blood,_and_immune_disorders",0.99893546,0.9990008,0.99910235,0.99943423,0.9969283,0.9988927,0.99840844,0.99883384,0.99901414,0.99788356,0.99800575,0.99825996,0.9983313,0.99920726,0.998794,0.99795777,0.9983257,0.99861026,0.9985988,0.9991052,0.99905664,0.9991259,0.99939024,0.9981164,0.9992961,0.9990895,0.9976856,0.99947536,0.99917096,0.999499,0.99938995,0.9966048,0.99699867,0.99911904,0.99765646,0.9977722,0.9987839,0.9978148,0.9989279,0.99912477,0.9998362,0.9992524,0.9994777,0.998456,0.99812925,0.9984121,0.99888974,0.9969245,0.99868494,0.99816763,1.0000005,0.9988918,0.9989119,0.9972808,0.99879193,0.99866074,0.9983896,0.9989365,0.99786556,0.99785626,0.99752504,0.9992401,0.99891216,0.9994161,0.9972064,0.9994848,0.9990198,0.9992424,0.9992165,0.998818,0.99968964,0.9988669,0.99900746,0.99936473,0.9979432,0.9972147,0.9977119,0.9977348,0.9986895,0.9991541,0.99906963,0.99884886,0.9975604,0.998285,0.9989433,0.99913454,0.9991532,0.9986457,0.9994502,0.9990964,0.99717003,0.99797046,0.9989831,0.9990908,0.9992877,0.99825644,0.99880403,0.9989725,0.99892694,0.99889266,0.99918324,0.9991677,0.99857175,0.9994707,0.9989438,0.9986393,0.9990507,0.998476,0.99694294,0.9993018,0.99893117,0.9996714,0.9993791,0.9996849,0.99920833,0.9993106,0.9988714,0.9994798,0.9982547,0.99899477,0.99956477,0.99949634,0.998963,0.99906635,0.99959534,0.9966208,0.9982119,0.9991068,0.9987792,0.9992062,0.99921644,0.9994248,0.9981561,0.9989318,0.9986992,0.9990093,0.99913484,0.99632734,0.99925715,0.9992676,0.99917763,0.9991166,0.9992355,0.9978438,0.9989138,0.99943405,0.99785566,0.9976995,0.9981215,0.9986333,0.9979117,0.99883336,0.9988975,0.9989322,0.9994531,0.9987001,0.9988941,0.99861765,0.9991616,0.9973467,0.9992035,0.9977399,0.9987436,0.9977883,0.9995691,0.9991099,0.99973,0.99890083,0.9992199,0.99884754,0.9989659,0.99883807,0.99900854,0.99733496,0.9971422
Environmental_heat_and_cold_exposure,0.9983088,0.99756736,0.9981221,0.99899083,0.99661976,0.99853665,0.9982478,0.9979517,0.99820405,0.9982322,0.9977944,0.9976073,0.9976657,0.9987115,0.9982961,0.99759126,0.99799156,0.9980922,0.99802935,0.9979486,0.99851555,0.9981737,0.99838865,0.99839866,0.99853206,0.9981875,0.99711204,0.9985041,0.9985965,0.99844795,0.998288,0.99632084,0.9978049,0.9982465,0.9969183,0.9972278,0.9989604,0.99782354,0.9986795,0.99856967,0.9988681,0.99879676,0.9987522,0.99823356,0.99891424,0.9983872,0.9985003,0.9972275,0.99826604,0.9976018,0.9988918,1.0000002,0.9978489,0.99818736,0.9988768,0.99751717,0.99853164,0.9992318,0.99757606,0.9976146,0.99695873,0.9981204,0.99757105,0.99852836,0.99729735,0.9984142,0.99850976,0.9988053,0.9984842,0.9975292,0.9988904,0.9981113,0.9985227,0.9982643,0.9973928,0.9975771,0.99748605,0.99771255,0.9981568,0.99846953,0.99775136,0.9978519,0.99697673,0.9977199,0.9977825,0.9979483,0.9980393,0.9983934,0.9989263,0.9988984,0.9969043,0.9978845,0.99783975,0.9980885,0.99883187,0.99818605,0.9982982,0.99787676,0.99826205,0.99757886,0.9983704,0.9981998,0.99839026,0.99914706,0.99792564,0.9972098,0.99780434,0.9977816,0.99665266,0.99852175,0.9983701,0.99901414,0.9987769,0.9986775,0.9985051,0.99805695,0.9985763,0.9986712,0.99791116,0.9977139,0.9990395,0.99882907,0.9979072,0.99880296,0.9986689,0.997815,0.9985105,0.9985332,0.9982955,0.99793977,0.99790794,0.99846226,0.99738234,0.99808645,0.9983014,0.99845034,0.9990931,0.99700904,0.9981943,0.99873245,0.9986161,0.99809706,0.9987967,0.9980606,0.9982874,0.9983337,0.9985467,0.9976395,0.997754,0.99809724,0.9980397,0.9982539,0.99760175,0.99768883,0.9990733,0.9989192,0.997701,0.99850523,0.99796486,0.9965702,0.9981273,0.9976291,0.99823165,0.99767095,0.9985815,0.99890935,0.9987037,0.9983225,0.99813926,0.9983946,0.99849886,0.99807966,0.99843466,0.9974692,0.9971436
