MeSH Terms,All of Us,Estonian Biobank,FinnGen,Million Veteran Program,UK Biobank
"biopsy, needle",0,0,0,1,0
biostatistics,0,0,0,0,6
biota,1,0,0,0,0
biotechnology,1,0,0,0,0
bioterrorism,2,0,0,0,0
biotransformation,0,0,0,0,1
bipolar disorder,0,0,3,3,84
birds,1,0,0,0,0
birth cohort,0,0,0,0,3
birth order,0,0,0,0,3
birth rate,0,0,0,3,1
birth weight,0,0,8,4,61
bisexuality,0,0,0,0,2
bivalvia,0,0,0,3,0
black or african american,25,0,1,18,17
black people,7,1,1,16,42
bland white garland syndrome,0,0,0,3,0
blast injuries,1,0,0,0,0
blastocyst,0,0,0,0,1
bleomycin,0,0,1,2,2
blindness,1,0,0,1,3
blogging,2,0,0,0,1
blood,0,0,0,1,2
blood banks,1,0,0,0,3
blood cell count,0,0,1,0,8
blood cells,0,0,2,1,6
blood chemical analysis,0,0,0,0,6
blood circulation time,0,0,0,1,0
blood coagulation,0,0,1,0,3
blood coagulation disorders,0,0,1,1,0
blood coagulation factors,0,0,3,0,2
blood coagulation tests,0,0,0,2,0
blood donors,1,0,0,0,1
blood flow velocity,0,0,0,10,1
blood gas analysis,1,0,0,0,0
blood glucose,1,0,11,5,82
blood glucose self-monitoring,0,0,1,0,0
blood group antigens,0,0,0,0,2
blood grouping and crossmatching,1,0,0,0,0
"blood loss, surgical",0,0,0,2,0
blood platelets,0,0,2,6,10
blood preservation,0,0,0,0,2
blood pressure,5,0,13,24,201
blood pressure determination,1,0,0,0,1
"blood pressure monitoring, ambulatory",0,0,0,1,0
blood proteins,1,0,15,0,45
blood specimen collection,1,0,0,0,2
blood transfusion,1,0,0,2,0
blood urea nitrogen,0,0,0,0,1
blood vessel prosthesis,0,0,0,2,0
blood vessel prosthesis implantation,0,0,0,2,0
blood vessels,0,0,0,1,2
blood viscosity,0,0,0,0,1
blood volume,0,0,0,2,0
blood-brain barrier,0,0,1,1,4
"blotting, western",0,0,0,15,0
blue light,0,0,0,0,1
bnt162 vaccine,0,0,0,0,2
bodily secretions,1,0,0,0,0
body composition,0,1,4,0,79
body constitution,0,0,0,1,2
body fat distribution,1,0,0,0,13
body fluids,0,0,3,0,2
body height,5,0,0,2,38
body mass index,10,5,48,24,510
body patterning,0,0,0,1,0
body size,1,0,0,1,15
body surface area,0,0,0,0,1
body water,0,0,1,0,2
body weight,2,0,0,3,30
body weights and measures,0,0,0,1,4
body-weight trajectory,0,0,0,0,3
bolivia,0,0,0,0,1
bombesin,0,0,0,1,0
bone and bones,0,0,1,2,8
bone conduction,0,0,0,1,0
bone density,1,1,7,1,96
bone density conservation agents,0,0,0,3,0
bone development,0,0,0,1,0
"bone diseases, metabolic",0,0,1,1,5
bone marrow,2,0,0,4,0
bone marrow cells,0,0,0,3,0
bone marrow examination,0,0,0,1,0
bone marrow neoplasms,0,0,0,1,0
bone morphogenetic protein 2,0,0,0,2,0
bone morphogenetic protein 4,0,0,0,1,0
bone morphogenetic proteins,0,0,0,3,0
bone neoplasms,0,0,0,3,2
bone resorption,0,0,0,1,0
bone substitutes,0,0,0,1,0
bone transplantation,0,0,0,2,0
bones of lower extremity,0,0,0,1,0
books,1,0,0,0,0
boosting machine learning algorithms,0,0,0,0,1
boronic acids,0,0,0,1,0
borrelia burgdorferi,0,1,1,0,0
bortezomib,0,0,0,1,0
boston,1,0,0,1,0
botulinum toxins,0,0,0,1,0
"botulinum toxins, type a",0,0,0,1,0
boxing,1,0,0,0,0
brachial artery,0,0,0,0,1
brachytherapy,0,0,0,3,0
bradycardia,0,0,0,7,5
brain,14,0,9,31,499
brain chemistry,0,0,0,1,1
brain concussion,1,0,0,2,2
brain cortical thickness,0,0,0,0,2
brain diseases,0,0,0,1,12
brain injuries,0,0,1,2,0
"brain injuries, traumatic",0,0,0,12,0
brain ischemia,0,0,2,10,31
brain mapping,1,0,0,3,41
brain neoplasms,0,0,3,26,10
brain stem,0,0,0,0,2
brain stem neoplasms,0,0,0,1,0
brain-derived neurotrophic factor,0,0,0,0,1
brain-gut axis,0,0,1,1,1
brazil,1,0,0,2,4
brca1 protein,1,1,0,0,6
brca2 protein,0,1,0,0,6
bread,0,0,1,0,4
breakfast,0,0,0,0,2
breast,0,1,1,1,1
breast feeding,2,0,0,0,11
breast implantation,1,0,0,0,0
breast implants,1,0,0,0,0
breast neoplasms,5,4,17,25,142
"breast neoplasms, male",0,0,0,0,1
breath tests,0,0,0,0,1
breech presentation,0,0,0,1,0
breeding,0,0,0,3,1
"bridged bicyclo compounds, heterocyclic",0,0,0,2,0
british columbia,0,0,0,1,0
bronchi,0,0,0,0,2
bronchiectasis,0,0,4,1,4
bronchitis,1,0,1,0,3
"bronchitis, chronic",0,0,1,0,0
bronchopneumonia,1,0,0,0,0
bronchopulmonary dysplasia,0,0,0,3,0
bronchoscopy,1,0,0,0,0
bruch membrane,0,0,0,0,2
budesonide,0,0,1,0,1
buffaloes,0,0,0,1,0
built environment,0,0,0,0,3
bulimia nervosa,0,0,0,0,2
bundle of his,0,0,0,1,0
bundle-branch block,0,0,0,4,0
buprenorphine,0,0,0,1,0
"burnout, professional",2,0,0,0,0
burns,0,0,0,2,0
"burns, chemical",1,0,0,0,0
bursitis,0,0,3,0,4
butadienes,0,0,0,1,0
butter,0,0,0,0,3
butyrates,0,0,0,4,1
butyrophilins,0,0,1,0,3
bystander effect,0,0,0,1,0
c-mer tyrosine kinase,0,0,0,0,1
c-peptide,0,0,0,1,0
c-reactive protein,1,1,3,4,95
c9orf72 protein,0,0,1,0,1
cachexia,0,0,0,0,1
cadasil,0,0,0,0,3
cadaver,1,0,0,1,0
cadherin related proteins,0,0,0,2,0
cadherins,0,0,0,2,0
caenorhabditis elegans,0,0,0,0,2
caenorhabditis elegans proteins,0,0,0,0,1
caffeine,1,0,5,0,31
calcaneus,0,0,0,0,6
calcifediol,0,0,3,0,13
"calcification, physiologic",0,0,0,1,0
calcineurin,0,0,0,1,0
calcinosis,0,0,0,3,5
calcinosis cutis,1,0,0,0,0
calcitriol,0,0,0,0,1
calcium,1,0,7,3,32
calcium channel blockers,2,0,1,1,10
calcium channels,2,0,0,0,2
"calcium channels, l-type",1,0,0,0,0
"calcium, dietary",0,0,1,0,5
calcium-binding proteins,0,0,3,4,13
calcium-calmodulin-dependent protein kinases,0,0,0,0,1
calcium-transporting atpases,0,0,0,0,1
calculi,0,0,1,0,1
calibration,3,0,1,4,7
california,1,0,0,3,0
callithrix,0,0,0,0,1
calpain,0,0,1,0,0
cambium,0,0,0,1,0
camptothecin,0,0,0,2,0
canada,2,0,2,5,16
cancer survivors,6,0,0,0,12
cancer vaccines,0,0,0,4,0
"candidiasis, vulvovaginal",0,1,0,1,0
cannabinoid receptor agonists,0,0,0,0,2
cannabinoids,0,0,1,0,1
cannabis,0,0,0,0,17
canonical correlation analysis,0,0,1,0,0
capacity building,0,0,0,1,1
capecitabine,0,0,0,0,1
capillaries,0,0,0,4,0
capillary permeability,0,0,0,2,0
caprylates,0,0,1,0,0
capsaicin,0,0,0,2,0
capsid,0,0,0,1,0
capsid proteins,0,0,0,1,0
capsules,1,0,0,1,0
carbachol,0,0,0,1,0
carbamazepine,1,0,0,0,1
carbohydrate metabolism,0,0,0,0,1
carbohydrates,0,0,2,0,2
carbon,0,0,0,0,3
carbon dioxide,0,0,0,0,2
carbon monoxide,0,0,0,1,0
carbonic anhydrase i,0,0,0,1,0
carboplatin,0,0,0,6,0
carboxy-lyases,0,0,0,1,0
carboxylic ester hydrolases,0,0,0,0,1
carcinogenesis,0,0,0,2,5
carcinogens,0,1,0,0,1
carcinoid tumor,0,0,0,1,0
carcinoma,0,0,0,5,2
carcinoma in situ,0,0,0,0,1
"carcinoma, basal cell",5,0,2,0,9
"carcinoma, ductal, breast",0,0,0,2,4
"carcinoma, endometrioid",0,0,0,0,1
"carcinoma, hepatocellular",0,0,5,14,27
"carcinoma, intraductal, noninfiltrating",1,0,0,1,4
"carcinoma, large cell",0,0,0,2,0
"carcinoma, lobular",0,0,0,1,0
"carcinoma, merkel cell",1,0,0,0,0
"carcinoma, non-small-cell lung",0,0,5,43,9
"carcinoma, ovarian epithelial",0,0,0,0,4
"carcinoma, pancreatic ductal",0,0,1,1,5
"carcinoma, renal cell",0,0,3,4,11
"carcinoma, small cell",0,0,0,2,0
"carcinoma, squamous cell",5,0,5,9,14
card signaling adaptor proteins,0,0,1,0,1
cardiac catheterization,0,0,0,16,0
cardiac catheters,0,0,0,1,0
cardiac conduction system disease,0,0,0,0,1
cardiac imaging techniques,0,0,0,2,2
cardiac myosins,0,0,0,1,0
cardiac output,0,0,0,2,0
"cardiac output, low",0,0,0,1,0
"cardiac pacing, artificial",1,0,0,38,0
cardiac resynchronization therapy,0,0,0,1,0
cardiac surgical procedures,1,0,0,42,0
cardiac valve annuloplasty,0,0,0,6,0
cardiac volume,0,0,0,3,0
cardiac-gated imaging techniques,0,0,0,1,0
cardiology,3,0,0,0,5
cardiomegaly,0,0,0,1,0
cardiometabolic risk factors,0,0,1,1,32
cardiomyopathies,1,0,4,15,19
"cardiomyopathy, alcoholic",0,0,0,0,1
"cardiomyopathy, dilated",1,0,1,3,14
"cardiomyopathy, hypertrophic",0,0,2,6,18
"cardiomyopathy, hypertrophic, familial",0,0,0,0,1
cardiopulmonary bypass,0,0,0,8,0
cardiopulmonary resuscitation,2,0,0,0,0
cardiorespiratory fitness,0,0,0,2,20
cardiotonic agents,0,0,0,3,0
cardiotoxicity,0,0,0,1,0
cardiovascular abnormalities,0,0,0,1,0
cardiovascular agents,1,0,0,0,1
cardiovascular diseases,14,7,56,42,836
cardiovascular physiological phenomena,0,0,0,0,1
cardiovascular surgical procedures,0,0,0,2,0
cardiovascular system,2,0,0,2,10
career choice,4,0,0,0,0
caregivers,2,0,0,2,0
caribbean people,0,0,0,0,1
caribbean region,0,0,0,0,4
carica,0,0,0,1,0
carnitine,0,0,4,0,1
carotid arteries,0,0,0,1,2
carotid artery diseases,1,0,0,1,5
"carotid artery, common",0,0,0,1,0
carotid body,1,0,0,0,0
carotid intima-media thickness,0,0,0,0,22
carotid stenosis,1,0,0,0,1
carpal tunnel syndrome,3,0,1,0,5
carrier proteins,2,0,4,17,15
cartilage,0,0,0,0,2
cartilage diseases,0,0,0,0,1
"cartilage, articular",0,0,0,0,2
case management,1,0,0,0,0
case-control studies,54,5,42,89,328
casein kinase ii,0,0,0,1,0
caseins,0,0,0,0,1
caspase 1,0,0,0,1,0
caspase 7,0,0,0,0,1
caspase 9,0,0,0,1,0
cat diseases,0,0,0,1,0
cataloging,1,0,0,0,0
cataplexy,0,0,1,0,0
cataract,0,0,9,0,24
cataract extraction,0,0,0,0,1
catatonia,1,0,0,0,0
catechin,0,0,0,2,0
catechol o-methyltransferase,0,0,0,0,1
catecholamines,0,0,0,1,0
catfishes,0,0,0,1,0
cathepsins,0,0,1,0,1
catheter ablation,0,0,0,17,1
catheter-related infections,0,0,0,1,0
catheterization,0,0,0,2,0
"catheterization, peripheral",0,0,0,2,0
catheters,0,0,0,2,0
cation transport proteins,0,0,0,0,7
cats,0,0,0,1,0
cattle,0,0,3,5,10
caudate nucleus,0,0,0,0,1
causality,2,0,63,6,130
cause of death,0,1,0,8,121
caustics,1,0,0,0,0
caveolins,0,0,0,1,0
ccaat-enhancer-binding protein-beta,0,0,0,1,0
ccaat-enhancer-binding proteins,0,1,0,0,0
cd11b antigen,0,0,1,0,0
cd28 antigens,0,0,1,0,0
cd36 antigens,0,0,0,0,1
cd4-positive t-lymphocytes,0,0,1,0,0
cd52 antigen,0,0,0,0,1
cd55 antigens,0,0,1,0,1
cd56 antigen,0,0,0,0,1
cd59 antigens,0,1,0,0,0
cd8-positive t-lymphocytes,0,0,4,1,5
cd83 antigen,0,0,0,0,1
cdh1 proteins,0,0,0,0,1
cdx2 transcription factor,0,0,0,0,1
cecal neoplasms,0,0,0,0,1
ceftriaxone,0,0,0,1,0
celecoxib,0,0,0,2,0
celiac artery,0,0,0,1,0
celiac disease,2,0,5,0,14
cell adhesion,0,0,0,1,0
cell adhesion molecules,0,0,2,1,8
"cell adhesion molecules, neuronal",0,0,0,0,2
cell communication,0,0,0,0,1
cell compartmentation,0,0,0,1,0
cell culture techniques,0,0,0,3,0
cell cycle,1,0,0,2,0
cell cycle checkpoints,1,0,0,0,0
cell cycle proteins,0,0,1,3,6
cell death,1,0,0,1,1
cell differentiation,1,1,1,9,4
cell division,0,0,0,3,2
cell growth processes,0,0,0,1,0
cell hypoxia,0,0,0,2,0
cell line,1,0,0,20,4
"cell line, transformed",0,0,0,2,1
"cell line, tumor",1,0,1,76,3
cell lineage,1,1,0,0,3
cell membrane,0,0,0,3,0
cell membrane permeability,0,0,0,1,0
cell movement,0,0,0,12,1
cell nucleus,0,0,0,17,1
cell nucleus structures,0,0,0,1,0
cell phone,0,0,0,0,2
cell phone use,0,0,1,0,4
cell polarity,0,0,0,1,0
cell proliferation,0,0,0,25,3
cell self renewal,0,0,0,0,1
cell size,0,0,0,0,1
cell survival,2,0,0,17,0
"cell transformation, neoplastic",1,0,0,4,1
"cell transformation, viral",0,0,0,1,1
cell- and tissue-based therapy,0,0,0,0,1
cell-derived microparticles,0,0,0,9,0
cell-free system,0,0,0,3,0
cell-penetrating peptides,0,0,0,1,0
cells,0,0,0,0,1
"cells, cultured",0,0,0,22,6
cellular senescence,0,0,0,4,4
cementation,1,0,0,0,0
censuses,0,0,0,0,1
"centers for disease control and prevention, u.s.",0,0,1,0,0
"centers for medicare and medicaid services, u.s.",1,0,0,1,0
central nervous system agents,0,0,0,0,1
central nervous system depressants,0,0,0,0,1
central nervous system diseases,0,0,0,0,2
central nervous system neoplasms,0,0,0,7,0
central nervous system sensitization,0,0,0,0,1
central nervous system stimulants,0,0,0,0,1
central nervous system vascular malformations,0,0,0,1,0
central serous chorioretinopathy,0,1,1,0,0
cephalexin,1,0,0,0,0
ceramics,0,0,0,0,1
ceramides,0,0,0,0,1
cerebellum,0,0,0,0,5
cerebral amyloid angiopathy,2,0,0,0,3
cerebral angiography,0,0,0,4,0
cerebral arteries,0,0,0,1,0
cerebral cortex,1,0,4,5,33
cerebral hemorrhage,2,0,3,0,18
cerebral infarction,0,0,0,2,2
cerebral palsy,0,0,2,0,2
cerebral revascularization,1,0,0,0,0
cerebral small vessel diseases,0,0,2,0,19
cerebrovascular circulation,0,0,0,1,0
cerebrovascular disorders,1,0,1,3,10
certification,1,0,0,0,0
cesarean section,0,0,1,6,2
cetuximab,0,0,0,1,1
chadox1 ncov-19,0,0,0,0,1
chaperonin 60,0,0,0,3,0
chaperonin containing tcp-1,0,0,0,1,0
chaperonins,0,0,0,4,0
charities,0,0,0,0,1
checklist,0,0,0,1,1
checkpoint kinase 2,0,1,2,0,2
cheese,0,0,1,0,3
chemical and drug induced liver injury,1,0,0,0,3
chemical precipitation,0,0,0,1,0
chemical warfare agents,1,0,0,1,0
"chemistry, clinical",0,0,0,0,1
"chemistry, physical",1,0,0,0,0
chemokine ccl11,0,0,1,0,0
chemokine ccl17,0,0,0,0,1
chemokine ccl2,0,0,1,0,1
chemokine ccl5,0,0,0,0,1
chemokine cxcl10,0,0,3,0,0
chemokine cxcl12,0,0,0,0,1
chemokines,0,0,1,0,0
"chemokines, cc",0,0,0,1,0
"chemokines, cxc",0,0,0,0,1
chemoradiotherapy,0,0,0,1,0
"chemotherapy, adjuvant",0,0,1,11,1
"chemotherapy, cancer, regional perfusion",0,0,0,1,0
chernobyl nuclear accident,2,0,0,0,0
chest pain,0,0,0,5,0
chi-square distribution,0,0,0,13,0
chick embryo,1,0,0,0,0
chickenpox,0,0,1,0,0
chickens,0,0,0,1,1
child,40,1,13,106,198
child abuse,2,0,0,0,20
"child abuse, sexual",1,0,0,0,1
child advocacy,1,0,0,0,0
child behavior,1,0,0,0,0
child behavior disorders,1,0,0,0,0
child development,0,0,0,0,1
"child development disorders, pervasive",0,0,0,1,0
child health,2,0,0,0,0
child of impaired parents,0,0,0,0,1
"child, adopted",0,0,0,0,1
"child, gifted",1,0,0,0,0
"child, preschool",10,0,2,44,37
chile,0,0,0,1,0
chimera,0,0,0,1,0
china,1,0,4,18,54
chinchilla,0,0,0,2,0
chitosan,0,0,0,1,0
chlamydia infections,0,0,0,0,1
chlamydia trachomatis,0,0,0,0,1
chloramphenicol o-acetyltransferase,0,0,0,1,0
chloride-bicarbonate antiporters,0,0,0,0,1
chlorisondamine,0,0,0,1,0
chlorocebus aethiops,0,0,0,1,0
cho cells,0,0,0,2,1
chocolate,0,0,0,1,0
choice behavior,3,0,0,1,1
cholangiocarcinoma,0,0,0,0,3
"cholangiopancreatography, endoscopic retrograde",1,0,0,0,0
"cholangitis, sclerosing",0,0,4,0,1
cholecystectomy,0,0,1,0,3
cholecystitis,0,0,4,0,4
choledocholithiasis,1,0,0,0,0
cholelithiasis,0,0,7,0,12
cholestanetriol 26-monooxygenase,0,0,0,0,1
"cholesteatoma, middle ear",0,0,0,1,0
cholesterol,0,0,6,6,58
cholesterol ester transfer proteins,0,0,3,0,9
cholesterol esters,0,0,1,0,1
"cholesterol, dietary",0,0,0,0,1
"cholesterol, hdl",0,0,13,7,104
"cholesterol, ldl",3,0,24,13,152
"cholesterol, vldl",0,0,0,0,2
choline,0,0,1,0,2
cholinergic agents,0,0,0,1,0
cholinergic antagonists,0,0,0,0,3
cholinesterase inhibitors,0,0,0,1,0
chondrocytes,0,0,0,0,2
chondroitin sulfate proteoglycans,0,0,0,1,0
chondrosarcoma,0,0,0,1,0
chordae tendineae,0,0,0,13,0
chorioamnionitis,0,0,0,1,0
chorionic gonadotropin,0,0,0,0,1
choroid,0,0,0,1,1
choroidal neovascularization,0,0,0,0,1
chromatin,0,0,0,2,7
chromatin assembly and disassembly,0,0,0,1,1
chromatography,0,0,0,1,0
"chromatography, affinity",0,0,0,1,0
"chromatography, high pressure liquid",0,0,0,2,0
"chromatography, ion exchange",0,0,0,2,0
"chromatography, liquid",0,1,0,3,2
chromium,0,0,0,1,0
chromones,0,0,0,1,0
chromosomal instability,0,0,0,1,0
"chromosomal proteins, non-histone",0,0,0,0,1
chromosome aberrations,0,0,0,1,12
chromosome breakage,0,0,0,0,1
chromosome breakpoints,0,0,0,0,1
chromosome deletion,0,0,0,4,10
chromosome disorders,0,0,0,3,3
chromosome duplication,0,0,0,0,2
chromosome fragile sites,0,0,0,0,1
chromosome mapping,0,1,2,3,27
chromosome structures,0,0,0,0,1
chromosomes,0,0,0,1,8
"chromosomes, human",0,0,0,0,7
"chromosomes, human, pair 1",0,0,0,1,0
"chromosomes, human, pair 10",0,0,0,0,1
"chromosomes, human, pair 11",0,0,0,2,0
"chromosomes, human, pair 12",0,0,0,0,1
"chromosomes, human, pair 13",0,0,0,2,1
"chromosomes, human, pair 14",0,0,0,0,1
"chromosomes, human, pair 15",0,0,0,0,4
"chromosomes, human, pair 16",0,0,0,4,4
"chromosomes, human, pair 17",0,0,0,0,1
"chromosomes, human, pair 18",0,0,0,1,0
"chromosomes, human, pair 19",0,0,0,1,0
"chromosomes, human, pair 2",0,0,0,0,2
"chromosomes, human, pair 20",0,0,0,0,1
"chromosomes, human, pair 22",0,0,0,0,2
"chromosomes, human, pair 3",0,0,1,0,1
"chromosomes, human, pair 4",0,0,0,0,1
"chromosomes, human, pair 5",0,0,0,0,1
"chromosomes, human, pair 6",0,0,0,1,3
"chromosomes, human, pair 7",0,0,0,1,0
"chromosomes, human, pair 9",0,0,0,0,3
"chromosomes, human, x",0,0,0,2,13
"chromosomes, human, y",0,0,0,0,14
"chromosomes, mammalian",0,0,0,0,1
"chromosomes, plant",0,0,0,1,0
chronic cough,1,0,0,0,0
chronic disease,11,1,5,14,62
chronic exertional compartment syndrome,0,0,0,1,0
chronic kidney disease-mineral and bone disorder,1,0,0,0,0
chronic pain,3,0,0,4,55
chronic periodontitis,0,0,3,0,2
chronobiology disorders,0,0,0,0,1
chronobiology phenomena,0,0,0,0,1
chronotype,0,0,2,0,13
cicatrix,1,0,0,1,0
"cicatrix, hypertrophic",1,0,0,0,1
cigarette smoking,1,0,2,1,22
cilia,0,0,0,2,2
ciliopathies,0,0,0,0,1
ciprofloxacin,1,0,0,0,0
circadian clocks,0,0,0,0,6
circadian rhythm,0,0,1,1,60
circular dichroism,0,0,0,2,0
circulating microrna,0,0,0,1,1
cisplatin,0,0,0,45,0
citalopram,0,0,0,1,0
cities,0,0,0,0,2
citrates,0,0,0,0,1
citric acid,0,1,0,0,1
citrulline,0,0,1,0,0
citrus,0,0,0,0,4
city planning,0,0,0,1,0
civil defense,1,0,0,0,0
class ib phosphatidylinositol 3-kinase,0,0,0,0,1
class iii phosphatidylinositol 3-kinases,0,0,1,0,0
clathrin,0,0,0,1,0
claudin-5,0,0,0,0,2
cleft lip,0,0,0,0,1
cleft palate,0,0,0,0,1
clergy,1,0,0,0,0
climate,0,0,0,0,1
climate change,3,0,0,2,0
clinical chemistry tests,0,0,0,0,2
clinical competence,11,0,0,0,0
clinical decision rules,0,0,1,0,1
clinical decision-making,1,0,0,3,1
clinical laboratory services,0,0,0,0,1
clinical laboratory techniques,1,0,0,1,6
clinical medicine,1,0,0,1,0
clinical protocols,0,0,0,0,5
clinical studies as topic,1,0,0,0,0
clinical trials as topic,6,0,0,13,3
clock proteins,0,0,0,0,1
clonal evolution,0,0,0,1,4
clonal hematopoiesis,1,0,0,0,36
clone cells,1,0,0,0,5
"cloning, molecular",0,0,0,10,0
clopidogrel,0,0,0,2,2
clostridiaceae,0,0,2,0,1
clostridiales,0,0,10,0,2
clostridioides difficile,0,0,1,0,0
clostridium infections,0,0,1,0,0
cloud computing,2,0,0,0,2
clozapine,0,0,1,0,0
cluster analysis,1,0,0,6,23
clustered regularly interspaced short palindromic repeats,0,0,0,0,1
co-repressor proteins,0,0,1,0,2
coal,1,0,0,0,0
"coated materials, biocompatible",0,0,0,2,0
cobalt radioisotopes,0,0,0,1,0
cochlea,0,0,0,1,2
cochlear implantation,0,0,0,0,2
cochlear implants,0,0,0,0,1
coculture techniques,0,0,0,1,0
"codon, nonsense",0,0,0,0,2
coenzyme a,0,0,0,0,2
coenzyme a ligases,0,0,1,0,1
coffea,0,0,0,0,1
coffee,1,0,16,0,92
cognition,5,0,5,8,203
cognition disorders,1,0,0,3,18
cognitive aging,0,0,0,0,1
cognitive behavioral therapy,1,0,0,2,0
cognitive dysfunction,1,1,2,2,78
cognitive reserve,0,0,0,0,10
cohesins,0,0,1,0,0
cohort effect,0,0,0,0,1
cohort studies,26,11,31,77,959
coinfection,0,0,0,0,1
coitus,0,0,1,0,5
colchicine,0,0,0,0,2
cold temperature,0,0,0,3,5
colectomy,0,0,0,0,2
colforsin,0,0,0,1,0
colitis,1,0,0,0,0
"colitis, collagenous",0,0,1,0,1
"colitis, lymphocytic",0,0,1,0,1
"colitis, microscopic",1,0,1,0,2
"colitis, ulcerative",1,0,26,2,50
collaborative cross mice,0,0,0,0,1
collagen,0,0,0,8,1
collagen type i,0,0,0,2,0
collagen type iii,0,0,0,1,0
collagen type iv,0,0,0,0,4
collagen type vi,0,0,0,0,1
collagen type xi,0,0,0,0,1
collagenases,0,0,0,1,0
collective bargaining,1,0,0,0,0
colon,0,0,0,0,3
"colon, transverse",0,0,0,0,1
colonic diseases,0,0,0,0,1
colonic neoplasms,1,0,5,6,9
colonic polyps,0,0,0,0,1
colonoscopy,0,0,0,2,1
color,2,0,0,3,0
color perception,1,0,0,0,0
colorectal neoplasms,3,0,25,10,118
"colorectal neoplasms, hereditary nonpolyposis",0,0,1,1,2
colorimetry,1,0,0,0,0
coloring agents,1,0,1,1,1
combined modality therapy,2,0,0,27,0
commerce,3,0,0,0,3
common data elements,2,0,0,0,0
communicable disease control,8,0,0,0,3
communicable diseases,1,0,4,0,13
communication,14,0,0,2,1
community health nursing,1,0,0,0,0
community health planning,0,0,0,0,1
community health services,2,0,0,2,0
community health workers,0,0,0,3,0
community mental health services,1,0,0,0,0
community participation,5,0,0,0,5
community-acquired infections,0,0,0,0,1
community-based participatory research,5,0,0,0,0
community-institutional relations,3,0,0,0,1
comorbidity,32,3,10,28,111
comparative effectiveness research,0,0,0,2,0
comparative genomic hybridization,0,0,0,0,1
compensation and redress,1,0,0,0,0
competency-based education,1,0,0,0,0
competitive bidding,0,0,0,0,1
complement c1q,0,0,0,0,1
complement c4,0,0,0,0,1
complement c4b-binding protein,0,0,1,0,1
complement factor h,0,0,0,1,1
complement factor i,0,0,0,0,2
complementary therapies,1,0,0,0,0
computational biology,11,0,4,15,57
computed tomography angiography,0,0,0,4,0
computer literacy,1,0,0,0,0
computer peripherals,1,0,0,0,0
computer security,2,0,0,0,4
computer simulation,4,1,0,15,83
computer systems,0,0,0,2,0
computer-assisted instruction,0,0,0,1,0
computers,1,0,0,1,4
condylomata acuminata,1,0,0,0,0
cone-beam computed tomography,0,0,0,1,0
confidence intervals,0,0,0,3,5
confidentiality,1,0,0,0,8
conflict of interest,3,0,0,0,1
"conflict, psychological",1,0,0,0,0
"confounding factors, epidemiologic",0,0,0,1,9
congenital hypothyroidism,0,0,1,0,0
congresses as topic,7,0,0,0,0
conjunctiva,0,0,0,1,0
conjunctivitis,0,0,0,0,1
connectin,1,0,0,1,4
connective tissue,0,0,0,0,1
connective tissue cells,0,0,0,1,0
connective tissue diseases,0,0,2,3,0
connectome,0,0,1,1,47
connexin 43,0,0,0,0,1
connexins,0,0,1,0,0
consanguinity,0,0,0,0,4
conscience,1,0,0,0,0
conscious sedation,0,0,0,1,0
consciousness,0,0,0,5,0
consensus,0,0,0,1,0
conservation of natural resources,1,0,0,9,0
conserved sequence,0,0,0,1,2
constipation,0,0,1,0,6
constriction,0,0,0,3,0
"constriction, pathologic",0,0,0,5,1
consumer advocacy,1,0,0,0,0
consumer behavior,2,0,0,1,0
consumer product safety,2,0,0,0,0
contact lenses,0,0,0,0,1
contactin 1,0,0,0,0,1
contactins,0,0,0,0,1
continuity of patient care,1,0,0,0,0
continuous positive airway pressure,1,0,0,0,0
contraception,1,0,0,0,2
"contraceptive agents, female",1,0,0,0,0
"contraceptives, oral",0,0,0,0,12
"contraceptives, oral, hormonal",0,0,0,0,2
contractile proteins,0,0,0,2,0
contracts,2,0,0,0,0
contraindications,0,0,0,1,0
contrast media,0,0,0,27,1
contrast sensitivity,1,0,0,1,0
cooking,0,0,0,1,1
cooperative behavior,10,0,0,1,3
cop9 signalosome complex,0,0,0,1,0
copepoda,0,0,0,1,0
copper,0,0,3,1,6
cornea,0,0,2,2,10
corneal diseases,0,0,0,2,2
corneal pachymetry,0,0,2,0,2
"corneal surgery, laser",0,0,0,0,1
corneal topography,0,0,0,1,1
coronary aneurysm,0,0,0,1,0
coronary angiography,0,0,0,24,2
coronary artery bypass,0,0,1,28,1
"coronary artery bypass, off-pump",0,0,0,1,0
coronary artery disease,4,3,31,30,209
coronary circulation,1,0,0,3,0
coronary disease,1,0,8,12,103
coronary occlusion,0,0,0,1,0
coronary restenosis,0,0,0,2,0
coronary stenosis,2,0,0,1,2
coronary vessel anomalies,0,0,0,4,3
coronary vessels,1,0,0,12,2
coronavirus infections,12,0,0,0,29
corpus callosum,0,0,0,0,3
corpus striatum,0,0,0,1,2
correction of hearing impairment,1,0,0,0,0
correlation of data,0,0,1,0,10
cortical bone,0,0,0,0,1
cortical synchronization,1,0,0,0,0
corticotropin-releasing hormone,0,0,0,1,0
